date,confirmed_patients,suspected_patients,total_covid_patients
2020-06-22,49,56,105
2020-06-22,11,2,13
2020-06-22,40,7,47
2020-06-22,19,4,23
2020-06-22,316,107,423
2020-06-22,0,0,0
2020-06-22,0,1,1
2020-06-23,0,0,0
2020-06-23,312,58,370
2020-06-23,54,40,94
2020-06-23,7,0,7
2020-06-23,1,0,1
2020-06-23,91,48,139
2020-06-23,0,0,0
2020-06-23,0,0,0
2020-06-23,86,42,128
2020-06-23,1,0,1
2020-06-23,50,15,65
2020-06-23,1633,626,2259
2020-06-23,51,0,51
2020-06-23,0,0,0
2020-06-23,5,2,7
2020-06-23,23,3,26
2020-06-23,12,2,14
2020-06-23,406,79,485
2020-06-23,10,3,13
2020-06-23,9,3,12
2020-06-23,0,0,0
2020-06-23,0,0,0
2020-06-23,0,0,0
2020-06-23,6,3,9
2020-06-23,0,0,0
2020-06-23,21,2,23
2020-06-23,56,5,61
2020-06-23,37,15,52
2020-06-23,57,15,72
2020-06-23,7,0,7
2020-06-23,3,2,5
2020-06-23,1,2,3
2020-06-23,1,0,1
2020-06-23,9,5,14
2020-06-23,45,8,53
2020-06-23,0,1,1
2020-06-23,53,8,61
2020-06-23,1,0,1
2020-06-23,118,15,133
2020-06-23,0,0,0
2020-06-23,22,5,27
2020-06-23,82,16,98
2020-06-23,0,1,1
2020-06-23,7,7,14
2020-06-23,93,0,93
2020-06-23,89,20,109
2020-06-23,0,0,0
2020-06-23,6,1,7
2020-06-23,0,1,1
2020-06-23,1,1,2
2020-06-23,311,130,441
2020-06-23,315,119,434
2020-06-23,0,0,0
2020-06-23,0,1,1
2020-06-23,0,0,0
2020-06-23,3,0,3
2020-06-24,1,0,1
2020-06-24,14,2,16
2020-06-24,0,0,0
2020-06-24,0,1,1
2020-06-24,0,0,0
2020-06-24,0,0,0
2020-06-24,0,0,0
2020-06-24,46,9,55
2020-06-24,14,3,17
2020-06-24,6,1,7
2020-06-24,1,0,1
2020-06-24,118,14,132
2020-06-24,89,33,122
2020-06-24,0,0,0
2020-06-24,1,2,3
2020-06-24,65,13,78
2020-06-24,0,0,0
2020-06-24,21,4,25
2020-06-24,312,125,437
2020-06-24,54,3,57
2020-06-24,0,2,2
2020-06-24,54,0,54
2020-06-24,3,0,3
2020-06-24,0,0,0
2020-06-24,0,1,1
2020-06-24,85,17,102
2020-06-24,82,0,82
2020-06-24,8,8,16
2020-06-24,93,46,139
2020-06-24,5,0,5
2020-06-24,7,1,8
2020-06-24,0,0,0
2020-06-24,56,3,59
2020-06-24,1,0,1
2020-06-24,331,101,432
2020-06-24,1,0,1
2020-06-24,61,16,77
2020-06-24,6,5,11
2020-06-24,0,0,0
2020-06-24,6,3,9
2020-06-24,3,0,3
2020-06-24,0,0,0
2020-06-24,52,34,86
2020-06-24,9,4,13
2020-06-24,89,41,130
2020-06-24,5,0,5
2020-06-24,24,5,29
2020-06-24,333,50,383
2020-06-24,1676,607,2283
2020-06-24,0,0,0
2020-06-24,437,106,543
2020-06-24,6,1,7
2020-06-24,0,0,0
2020-06-24,0,0,0
2020-06-24,26,2,28
2020-06-24,39,19,58
2020-06-25,91,49,140
2020-06-25,0,0,0
2020-06-25,0,0,0
2020-06-25,4,1,5
2020-06-25,14,2,16
2020-06-25,76,1,77
2020-06-25,55,4,59
2020-06-25,0,2,2
2020-06-25,0,0,0
2020-06-25,123,14,137
2020-06-25,60,38,98
2020-06-25,0,0,0
2020-06-25,6,7,13
2020-06-25,7,4,11
2020-06-25,9,4,13
2020-06-25,1,0,1
2020-06-25,57,0,57
2020-06-25,0,0,0
2020-06-25,368,57,425
2020-06-25,103,44,147
2020-06-25,1,0,1
2020-06-25,1,0,1
2020-06-25,1,0,1
2020-06-25,0,0,0
2020-06-25,17,7,24
2020-06-25,42,18,60
2020-06-25,6,0,6
2020-06-25,8,8,16
2020-06-25,25,4,29
2020-06-25,5,0,5
2020-06-25,1,1,2
2020-06-25,44,10,54
2020-06-25,451,95,546
2020-06-25,0,0,0
2020-06-25,101,36,137
2020-06-25,7,1,8
2020-06-25,73,24,97
2020-06-25,68,14,82
2020-06-25,6,0,6
2020-06-25,55,4,59
2020-06-25,0,0,0
2020-06-25,0,0,0
2020-06-25,6,0,6
2020-06-25,3,1,4
2020-06-25,22,5,27
2020-06-25,0,0,0
2020-06-25,0,0,0
2020-06-25,319,141,460
2020-06-25,1,0,1
2020-06-25,338,98,436
2020-06-25,1,2,3
2020-06-25,1698,539,2237
2020-06-25,13,1,14
2020-06-25,0,2,2
2020-06-25,93,21,114
2020-06-25,0,0,0
2020-06-26,339,135,474
2020-06-26,28,5,33
2020-06-26,1,5,6
2020-06-26,62,38,100
2020-06-26,0,0,0
2020-06-26,349,97,446
2020-06-26,7,1,8
2020-06-26,0,0,0
2020-06-26,0,0,0
2020-06-26,0,0,0
2020-06-26,5,1,6
2020-06-26,1,1,2
2020-06-26,17,2,19
2020-06-26,58,0,58
2020-06-26,0,1,1
2020-06-26,73,10,83
2020-06-26,15,0,15
2020-06-26,92,41,133
2020-06-26,54,14,68
2020-06-26,0,0,0
2020-06-26,6,0,6
2020-06-26,0,0,0
2020-06-26,66,16,82
2020-06-26,5,1,6
2020-06-26,0,1,1
2020-06-26,0,0,0
2020-06-26,1,0,1
2020-06-26,0,0,0
2020-06-26,362,65,427
2020-06-26,467,93,560
2020-06-26,13,8,21
2020-06-26,101,21,122
2020-06-26,0,0,0
2020-06-26,0,1,1
2020-06-26,1,0,1
2020-06-26,0,0,0
2020-06-26,42,23,65
2020-06-26,0,0,0
2020-06-26,71,3,74
2020-06-26,58,8,66
2020-06-26,8,5,13
2020-06-26,1,0,1
2020-06-26,2,3,5
2020-06-26,136,11,147
2020-06-26,107,50,157
2020-06-26,11,2,13
2020-06-26,20,1,21
2020-06-26,6,0,6
2020-06-26,8,6,14
2020-06-26,0,1,1
2020-06-26,1,0,1
2020-06-26,8,4,12
2020-06-26,1717,579,2296
2020-06-26,53,6,59
2020-06-26,6,1,7
2020-06-26,116,36,152
2020-06-27,77,18,95
2020-06-27,0,1,1
2020-06-27,8,3,11
2020-06-27,0,0,0
2020-06-27,6,0,6
2020-06-27,1,0,1
2020-06-27,1,3,4
2020-06-27,5,0,5
2020-06-27,77,17,94
2020-06-27,0,0,0
2020-06-27,353,79,432
2020-06-27,56,16,72
2020-06-27,15,0,15
2020-06-27,0,0,0
2020-06-27,126,28,154
2020-06-27,23,4,27
2020-06-27,0,0,0
2020-06-27,31,5,36
2020-06-27,65,41,106
2020-06-27,19,2,21
2020-06-27,38,25,63
2020-06-27,5,0,5
2020-06-27,60,5,65
2020-06-27,77,2,79
2020-06-27,340,145,485
2020-06-27,0,3,3
2020-06-27,11,3,14
2020-06-27,0,0,0
2020-06-27,492,103,595
2020-06-27,0,0,0
2020-06-27,0,0,0
2020-06-27,0,0,0
2020-06-27,54,1,55
2020-06-27,1,1,2
2020-06-27,12,10,22
2020-06-27,1,1,2
2020-06-27,111,53,164
2020-06-27,1,0,1
2020-06-27,5,1,6
2020-06-27,9,6,15
2020-06-27,0,1,1
2020-06-27,0,0,0
2020-06-27,7,1,8
2020-06-27,1,3,4
2020-06-27,0,0,0
2020-06-27,10,3,13
2020-06-27,12,2,14
2020-06-27,0,0,0
2020-06-27,1,1,2
2020-06-27,54,7,61
2020-06-27,1710,606,2316
2020-06-27,98,31,129
2020-06-27,142,34,176
2020-06-27,99,40,139
2020-06-27,0,0,0
2020-06-27,363,74,437
2020-06-28,0,0,0
2020-06-28,367,115,482
2020-06-28,1783,682,2465
2020-06-28,8,2,10
2020-06-28,102,39,141
2020-06-28,1,1,2
2020-06-28,53,1,54
2020-06-28,7,0,7
2020-06-28,1,3,4
2020-06-28,27,5,32
2020-06-28,485,110,595
2020-06-28,13,5,18
2020-06-28,0,0,0
2020-06-28,0,0,0
2020-06-28,15,4,19
2020-06-28,2,0,2
2020-06-28,146,9,155
2020-06-28,1,3,4
2020-06-28,3,1,4
2020-06-28,8,2,10
2020-06-28,66,32,98
2020-06-28,9,10,19
2020-06-28,7,3,10
2020-06-28,0,0,0
2020-06-28,83,22,105
2020-06-28,66,5,71
2020-06-28,9,7,16
2020-06-28,0,0,0
2020-06-28,118,48,166
2020-06-28,0,0,0
2020-06-28,59,10,69
2020-06-28,376,83,459
2020-06-28,0,0,0
2020-06-28,108,28,136
2020-06-28,11,1,12
2020-06-28,0,0,0
2020-06-28,0,0,0
2020-06-28,19,0,19
2020-06-28,0,0,0
2020-06-28,373,85,458
2020-06-28,1,1,2
2020-06-28,32,18,50
2020-06-28,0,0,0
2020-06-28,30,5,35
2020-06-28,0,0,0
2020-06-28,66,3,69
2020-06-28,1,3,4
2020-06-28,72,2,74
2020-06-28,5,0,5
2020-06-28,0,4,4
2020-06-28,87,19,106
2020-06-28,129,31,160
2020-06-28,0,1,1
2020-06-28,0,0,0
2020-06-28,1,0,1
2020-06-28,26,0,26
2020-06-29,510,114,624
2020-06-29,87,18,105
2020-06-29,0,0,0
2020-06-29,0,0,0
2020-06-29,39,5,44
2020-06-29,0,0,0
2020-06-29,1,0,1
2020-06-29,405,102,507
2020-06-29,1,1,2
2020-06-29,6,1,7
2020-06-29,74,6,80
2020-06-29,2,0,2
2020-06-29,1889,622,2511
2020-06-29,9,6,15
2020-06-29,16,2,18
2020-06-29,25,4,29
2020-06-29,98,32,130
2020-06-29,10,6,16
2020-06-29,1,0,1
2020-06-29,1,1,2
2020-06-29,62,8,70
2020-06-29,33,2,35
2020-06-29,74,37,111
2020-06-29,0,0,0
2020-06-29,3,4,7
2020-06-29,116,54,170
2020-06-29,0,0,0
2020-06-29,9,6,15
2020-06-29,70,2,72
2020-06-29,63,16,79
2020-06-29,0,0,0
2020-06-29,113,29,142
2020-06-29,3,1,4
2020-06-29,11,1,12
2020-06-29,1,0,1
2020-06-29,151,9,160
2020-06-29,33,8,41
2020-06-29,0,5,5
2020-06-29,55,1,56
2020-06-29,0,0,0
2020-06-29,0,0,0
2020-06-29,395,98,493
2020-06-29,0,0,0
2020-06-29,0,3,3
2020-06-29,8,0,8
2020-06-29,0,0,0
2020-06-29,0,0,0
2020-06-29,111,35,146
2020-06-29,0,0,0
2020-06-29,37,24,61
2020-06-29,13,9,22
2020-06-29,7,3,10
2020-06-29,0,0,0
2020-06-29,9,3,12
2020-06-29,393,85,478
2020-06-29,133,26,159
2020-06-30,64,6,70
2020-06-30,1893,645,2538
2020-06-30,0,0,0
2020-06-30,72,2,74
2020-06-30,1,2,3
2020-06-30,0,0,0
2020-06-30,0,0,0
2020-06-30,1,0,1
2020-06-30,1,2,3
2020-06-30,68,12,80
2020-06-30,3,1,4
2020-06-30,8,2,10
2020-06-30,11,4,15
2020-06-30,1,0,1
2020-06-30,9,3,12
2020-06-30,116,41,157
2020-06-30,3,2,5
2020-06-30,0,0,0
2020-06-30,0,0,0
2020-06-30,5,0,5
2020-06-30,10,2,12
2020-06-30,0,0,0
2020-06-30,419,112,531
2020-06-30,542,120,662
2020-06-30,0,0,0
2020-06-30,106,21,127
2020-06-30,0,0,0
2020-06-30,41,5,46
2020-06-30,163,12,175
2020-06-30,0,0,0
2020-06-30,41,0,41
2020-06-30,406,85,491
2020-06-30,4,3,7
2020-06-30,0,0,0
2020-06-30,36,5,41
2020-06-30,129,42,171
2020-06-30,40,7,47
2020-06-30,1,1,2
2020-06-30,13,11,24
2020-06-30,140,56,196
2020-06-30,118,52,170
2020-06-30,10,6,16
2020-06-30,73,6,79
2020-06-30,41,20,61
2020-06-30,15,1,16
2020-06-30,6,0,6
2020-06-30,1,0,1
2020-06-30,7,2,9
2020-06-30,0,0,0
2020-06-30,391,62,453
2020-06-30,4,1,5
2020-06-30,1,3,4
2020-06-30,0,0,0
2020-06-30,81,12,93
2020-06-30,76,43,119
2020-06-30,25,4,29
2020-07-01,109,27,136
2020-07-01,79,2,81
2020-07-01,15,7,22
2020-07-01,30,2,32
2020-07-01,123,47,170
2020-07-01,0,0,0
2020-07-01,431,116,547
2020-07-01,13,20,33
2020-07-01,398,64,462
2020-07-01,78,5,83
2020-07-01,50,21,71
2020-07-01,128,35,163
2020-07-01,17,9,26
2020-07-01,62,4,66
2020-07-01,10,0,10
2020-07-01,0,0,0
2020-07-01,428,88,516
2020-07-01,2,0,2
2020-07-01,3,0,3
2020-07-01,7,1,8
2020-07-01,0,0,0
2020-07-01,1,3,4
2020-07-01,164,14,178
2020-07-01,556,149,705
2020-07-01,1,1,2
2020-07-01,0,0,0
2020-07-01,0,0,0
2020-07-01,1937,643,2580
2020-07-01,121,61,182
2020-07-01,48,9,57
2020-07-01,1,0,1
2020-07-01,4,1,5
2020-07-01,125,24,149
2020-07-01,40,1,41
2020-07-01,79,38,117
2020-07-01,0,0,0
2020-07-01,0,0,0
2020-07-01,0,0,0
2020-07-01,82,18,100
2020-07-01,45,10,55
2020-07-01,71,14,85
2020-07-01,41,2,43
2020-07-01,5,1,6
2020-07-01,0,0,0
2020-07-01,0,0,0
2020-07-01,0,2,2
2020-07-01,3,0,3
2020-07-01,7,1,8
2020-07-01,13,4,17
2020-07-01,1,0,1
2020-07-01,8,6,14
2020-07-01,4,2,6
2020-07-01,0,0,0
2020-07-01,7,2,9
2020-07-01,8,1,9
2020-07-01,0,2,2
2020-07-02,66,16,82
2020-07-02,1,0,1
2020-07-02,17,22,39
2020-07-02,3,2,5
2020-07-02,0,0,0
2020-07-02,1,0,1
2020-07-02,0,0,0
2020-07-02,0,0,0
2020-07-02,4,0,4
2020-07-02,151,42,193
2020-07-02,36,1,37
2020-07-02,10,3,13
2020-07-02,128,21,149
2020-07-02,86,3,89
2020-07-02,38,1,39
2020-07-02,0,0,0
2020-07-02,17,1,18
2020-07-02,133,76,209
2020-07-02,1,0,1
2020-07-02,438,91,529
2020-07-02,64,6,70
2020-07-02,584,132,716
2020-07-02,7,1,8
2020-07-02,0,0,0
2020-07-02,5,1,6
2020-07-02,80,42,122
2020-07-02,1933,679,2612
2020-07-02,39,9,48
2020-07-02,7,2,9
2020-07-02,173,33,206
2020-07-02,465,111,576
2020-07-02,1,0,1
2020-07-02,56,20,76
2020-07-02,9,3,12
2020-07-02,8,3,11
2020-07-02,0,0,0
2020-07-02,0,0,0
2020-07-02,27,3,30
2020-07-02,3,1,4
2020-07-02,380,79,459
2020-07-02,0,0,0
2020-07-02,19,4,23
2020-07-02,6,3,9
2020-07-02,128,17,145
2020-07-02,91,16,107
2020-07-02,0,3,3
2020-07-02,1,0,1
2020-07-02,77,2,79
2020-07-02,12,3,15
2020-07-02,0,0,0
2020-07-02,0,0,0
2020-07-02,141,52,193
2020-07-02,8,7,15
2020-07-02,0,2,2
2020-07-02,0,1,1
2020-07-02,52,4,56
2020-07-03,133,21,154
2020-07-03,11,6,17
2020-07-03,7,2,9
2020-07-03,1,0,1
2020-07-03,20,6,26
2020-07-03,10,9,19
2020-07-03,83,2,85
2020-07-03,6,2,8
2020-07-03,28,3,31
2020-07-03,8,1,9
2020-07-03,71,4,75
2020-07-03,0,0,0
2020-07-03,0,0,0
2020-07-03,472,99,571
2020-07-03,8,3,11
2020-07-03,85,38,123
2020-07-03,1,0,1
2020-07-03,56,4,60
2020-07-03,7,2,9
2020-07-03,0,0,0
2020-07-03,75,3,78
2020-07-03,0,0,0
2020-07-03,1,0,1
2020-07-03,84,16,100
2020-07-03,0,0,0
2020-07-03,165,41,206
2020-07-03,1,0,1
2020-07-03,189,14,203
2020-07-03,1,0,1
2020-07-03,1,0,1
2020-07-03,3,0,3
2020-07-03,129,15,144
2020-07-03,0,0,0
2020-07-03,35,1,36
2020-07-03,38,9,47
2020-07-03,4,1,5
2020-07-03,39,1,40
2020-07-03,367,68,435
2020-07-03,0,1,1
2020-07-03,15,3,18
2020-07-03,0,0,0
2020-07-03,451,88,539
2020-07-03,9,1,10
2020-07-03,137,73,210
2020-07-03,1947,696,2643
2020-07-03,0,0,0
2020-07-03,19,26,45
2020-07-03,70,15,85
2020-07-03,0,0,0
2020-07-03,0,0,0
2020-07-03,0,0,0
2020-07-03,0,0,0
2020-07-03,594,150,744
2020-07-03,54,21,75
2020-07-03,3,1,4
2020-07-03,157,51,208
2020-07-04,1,0,1
2020-07-04,0,0,0
2020-07-04,1,0,1
2020-07-04,0,0,0
2020-07-04,23,1,24
2020-07-04,87,4,91
2020-07-04,82,22,104
2020-07-04,59,22,81
2020-07-04,0,0,0
2020-07-04,15,12,27
2020-07-04,0,1,1
2020-07-04,9,0,9
2020-07-04,0,1,1
2020-07-04,461,96,557
2020-07-04,69,7,76
2020-07-04,83,18,101
2020-07-04,1,0,1
2020-07-04,1,0,1
2020-07-04,0,0,0
2020-07-04,46,2,48
2020-07-04,146,44,190
2020-07-04,624,148,772
2020-07-04,204,16,220
2020-07-04,3,1,4
2020-07-04,0,0,0
2020-07-04,0,0,0
2020-07-04,8,0,8
2020-07-04,0,0,0
2020-07-04,147,75,222
2020-07-04,2,2,4
2020-07-04,78,2,80
2020-07-04,38,1,39
2020-07-04,485,115,600
2020-07-04,5,2,7
2020-07-04,0,0,0
2020-07-04,139,23,162
2020-07-04,0,0,0
2020-07-04,38,7,45
2020-07-04,1,0,1
2020-07-04,155,39,194
2020-07-04,1,0,1
2020-07-04,19,27,46
2020-07-04,10,5,15
2020-07-04,1921,653,2574
2020-07-04,18,8,26
2020-07-04,8,1,9
2020-07-04,10,2,12
2020-07-04,68,14,82
2020-07-04,0,0,0
2020-07-04,6,1,7
2020-07-04,46,4,50
2020-07-04,0,1,1
2020-07-04,8,4,12
2020-07-04,372,73,445
2020-07-04,29,1,30
2020-07-04,142,25,167
2020-07-05,0,2,2
2020-07-05,146,37,183
2020-07-05,7,1,8
2020-07-05,2,0,2
2020-07-05,45,8,53
2020-07-05,0,0,0
2020-07-05,0,0,0
2020-07-05,3,1,4
2020-07-05,84,26,110
2020-07-05,0,0,0
2020-07-05,45,2,47
2020-07-05,49,39,88
2020-07-05,0,0,0
2020-07-05,0,0,0
2020-07-05,22,19,41
2020-07-05,0,1,1
2020-07-05,0,0,0
2020-07-05,10,9,19
2020-07-05,67,6,73
2020-07-05,210,12,222
2020-07-05,1,0,1
2020-07-05,148,21,169
2020-07-05,1,0,1
2020-07-05,39,8,47
2020-07-05,38,2,40
2020-07-05,498,116,614
2020-07-05,484,81,565
2020-07-05,4,5,9
2020-07-05,0,1,1
2020-07-05,14,2,16
2020-07-05,6,1,7
2020-07-05,0,0,0
2020-07-05,77,26,103
2020-07-05,24,0,24
2020-07-05,0,0,0
2020-07-05,32,8,40
2020-07-05,158,30,188
2020-07-05,20,10,30
2020-07-05,1,1,2
2020-07-05,6,1,7
2020-07-05,154,59,213
2020-07-05,17,4,21
2020-07-05,634,158,792
2020-07-05,1969,676,2645
2020-07-05,374,67,441
2020-07-05,89,4,93
2020-07-05,0,0,0
2020-07-05,140,23,163
2020-07-05,78,2,80
2020-07-05,10,7,17
2020-07-05,0,0,0
2020-07-05,0,1,1
2020-07-05,0,0,0
2020-07-05,10,0,10
2020-07-05,73,11,84
2020-07-05,1,0,1
2020-07-06,3,3,6
2020-07-06,168,74,242
2020-07-06,1,0,1
2020-07-06,520,138,658
2020-07-06,68,12,80
2020-07-06,0,0,0
2020-07-06,72,8,80
2020-07-06,2004,666,2670
2020-07-06,22,11,33
2020-07-06,659,180,839
2020-07-06,26,6,32
2020-07-06,11,2,13
2020-07-06,0,0,0
2020-07-06,1,0,1
2020-07-06,0,1,1
2020-07-06,0,0,0
2020-07-06,57,27,84
2020-07-06,0,1,1
2020-07-06,88,16,104
2020-07-06,9,0,9
2020-07-06,211,12,223
2020-07-06,0,0,0
2020-07-06,26,15,41
2020-07-06,0,0,0
2020-07-06,3,3,6
2020-07-06,0,0,0
2020-07-06,20,1,21
2020-07-06,89,2,91
2020-07-06,48,7,55
2020-07-06,0,0,0
2020-07-06,142,45,187
2020-07-06,5,1,6
2020-07-06,11,2,13
2020-07-06,22,2,24
2020-07-06,148,14,162
2020-07-06,157,15,172
2020-07-06,38,5,43
2020-07-06,2,0,2
2020-07-06,35,2,37
2020-07-06,92,28,120
2020-07-06,34,5,39
2020-07-06,12,1,13
2020-07-06,0,3,3
2020-07-06,0,0,0
2020-07-06,81,5,86
2020-07-06,1,0,1
2020-07-06,160,46,206
2020-07-06,1,2,3
2020-07-06,7,0,7
2020-07-06,0,1,1
2020-07-06,0,0,0
2020-07-06,501,73,574
2020-07-06,384,72,456
2020-07-06,0,0,0
2020-07-06,1,0,1
2020-07-06,49,3,52
2020-07-07,0,0,0
2020-07-07,0,0,0
2020-07-07,2037,792,2829
2020-07-07,2,1,3
2020-07-07,1,0,1
2020-07-07,145,45,190
2020-07-07,0,0,0
2020-07-07,168,41,209
2020-07-07,164,13,177
2020-07-07,0,0,0
2020-07-07,0,0,0
2020-07-07,679,138,817
2020-07-07,1,0,1
2020-07-07,93,0,93
2020-07-07,0,0,0
2020-07-07,14,5,19
2020-07-07,0,1,1
2020-07-07,2,0,2
2020-07-07,166,49,215
2020-07-07,27,28,55
2020-07-07,155,18,173
2020-07-07,80,9,89
2020-07-07,37,2,39
2020-07-07,55,31,86
2020-07-07,72,16,88
2020-07-07,36,8,44
2020-07-07,1,1,2
2020-07-07,0,0,0
2020-07-07,0,1,1
2020-07-07,203,20,223
2020-07-07,87,29,116
2020-07-07,508,143,651
2020-07-07,1,0,1
2020-07-07,24,9,33
2020-07-07,1,2,3
2020-07-07,52,2,54
2020-07-07,0,0,0
2020-07-07,2,3,5
2020-07-07,406,73,479
2020-07-07,21,1,22
2020-07-07,36,8,44
2020-07-07,0,1,1
2020-07-07,511,68,579
2020-07-07,0,0,0
2020-07-07,8,0,8
2020-07-07,7,1,8
2020-07-07,53,7,60
2020-07-07,13,3,16
2020-07-07,1,1,2
2020-07-07,98,16,114
2020-07-07,0,0,0
2020-07-07,21,2,23
2020-07-07,20,8,28
2020-07-07,78,7,85
2020-07-07,14,1,15
2020-07-07,0,1,1
2020-07-08,0,0,0
2020-07-08,0,0,0
2020-07-08,75,11,86
2020-07-08,691,124,815
2020-07-08,0,0,0
2020-07-08,0,0,0
2020-07-08,73,15,88
2020-07-08,24,11,35
2020-07-08,0,0,0
2020-07-08,14,4,18
2020-07-08,13,1,14
2020-07-08,215,12,227
2020-07-08,33,10,43
2020-07-08,0,0,0
2020-07-08,0,1,1
2020-07-08,84,1,85
2020-07-08,28,28,56
2020-07-08,140,48,188
2020-07-08,0,0,0
2020-07-08,1,0,1
2020-07-08,3,0,3
2020-07-08,1,2,3
2020-07-08,152,25,177
2020-07-08,0,1,1
2020-07-08,11,0,11
2020-07-08,85,26,111
2020-07-08,0,0,0
2020-07-08,2,1,3
2020-07-08,13,5,18
2020-07-08,0,0,0
2020-07-08,6,1,7
2020-07-08,0,0,0
2020-07-08,170,45,215
2020-07-08,172,34,206
2020-07-08,51,9,60
2020-07-08,78,2,80
2020-07-08,19,3,22
2020-07-08,0,0,0
2020-07-08,2,0,2
2020-07-08,0,0,0
2020-07-08,505,94,599
2020-07-08,186,58,244
2020-07-08,43,1,44
2020-07-08,0,1,1
2020-07-08,107,18,125
2020-07-08,27,6,33
2020-07-08,0,1,1
2020-07-08,68,39,107
2020-07-08,1,1,2
2020-07-08,20,0,20
2020-07-08,407,76,483
2020-07-08,37,8,45
2020-07-08,515,149,664
2020-07-08,1995,822,2817
2020-07-08,8,0,8
2020-07-08,51,1,52
2020-07-09,0,0,0
2020-07-09,672,128,800
2020-07-09,77,0,77
2020-07-09,39,8,47
2020-07-09,133,52,185
2020-07-09,9,0,9
2020-07-09,0,0,0
2020-07-09,56,1,57
2020-07-09,217,10,227
2020-07-09,0,0,0
2020-07-09,16,0,16
2020-07-09,32,6,38
2020-07-09,81,22,103
2020-07-09,5,1,6
2020-07-09,522,78,600
2020-07-09,0,0,0
2020-07-09,1,0,1
2020-07-09,15,0,15
2020-07-09,23,7,30
2020-07-09,0,0,0
2020-07-09,13,3,16
2020-07-09,0,0,0
2020-07-09,112,23,135
2020-07-09,72,2,74
2020-07-09,2032,817,2849
2020-07-09,189,55,244
2020-07-09,25,5,30
2020-07-09,0,0,0
2020-07-09,76,18,94
2020-07-09,47,11,58
2020-07-09,73,9,82
2020-07-09,77,35,112
2020-07-09,27,21,48
2020-07-09,0,0,0
2020-07-09,0,1,1
2020-07-09,46,1,47
2020-07-09,167,61,228
2020-07-09,179,50,229
2020-07-09,0,0,0
2020-07-09,22,11,33
2020-07-09,0,0,0
2020-07-09,0,1,1
2020-07-09,404,85,489
2020-07-09,0,1,1
2020-07-09,16,1,17
2020-07-09,0,0,0
2020-07-09,0,0,0
2020-07-09,0,0,0
2020-07-09,0,0,0
2020-07-09,10,5,15
2020-07-09,150,31,181
2020-07-09,3,0,3
2020-07-09,1,1,2
2020-07-09,3,0,3
2020-07-09,1,2,3
2020-07-09,528,162,690
2020-07-10,57,1,58
2020-07-10,13,4,17
2020-07-10,0,0,0
2020-07-10,74,0,74
2020-07-10,20,0,20
2020-07-10,0,0,0
2020-07-10,0,0,0
2020-07-10,2,1,3
2020-07-10,1,1,2
2020-07-10,0,0,0
2020-07-10,186,49,235
2020-07-10,0,0,0
2020-07-10,30,8,38
2020-07-10,4,0,4
2020-07-10,2,0,2
2020-07-10,79,26,105
2020-07-10,12,5,17
2020-07-10,0,0,0
2020-07-10,671,114,785
2020-07-10,157,19,176
2020-07-10,2093,684,2777
2020-07-10,2,0,2
2020-07-10,0,0,0
2020-07-10,30,6,36
2020-07-10,0,0,0
2020-07-10,31,18,49
2020-07-10,7,0,7
2020-07-10,72,9,81
2020-07-10,0,0,0
2020-07-10,117,25,142
2020-07-10,29,12,41
2020-07-10,172,59,231
2020-07-10,0,1,1
2020-07-10,69,2,71
2020-07-10,16,0,16
2020-07-10,28,8,36
2020-07-10,83,24,107
2020-07-10,532,149,681
2020-07-10,12,3,15
2020-07-10,0,0,0
2020-07-10,234,16,250
2020-07-10,0,0,0
2020-07-10,0,0,0
2020-07-10,1,1,2
2020-07-10,48,14,62
2020-07-10,41,5,46
2020-07-10,194,50,244
2020-07-10,5,1,6
2020-07-10,411,79,490
2020-07-10,558,84,642
2020-07-10,1,1,2
2020-07-10,2,0,2
2020-07-10,76,21,97
2020-07-10,48,0,48
2020-07-10,0,1,1
2020-07-10,137,46,183
2020-07-11,0,0,0
2020-07-11,675,111,786
2020-07-11,3,0,3
2020-07-11,3,1,4
2020-07-11,1,0,1
2020-07-11,65,0,65
2020-07-11,0,0,0
2020-07-11,511,136,647
2020-07-11,188,44,232
2020-07-11,172,46,218
2020-07-11,83,17,100
2020-07-11,3,2,5
2020-07-11,0,0,0
2020-07-11,0,0,0
2020-07-11,27,7,34
2020-07-11,0,0,0
2020-07-11,0,0,0
2020-07-11,25,11,36
2020-07-11,76,5,81
2020-07-11,76,0,76
2020-07-11,0,2,2
2020-07-11,11,0,11
2020-07-11,8,0,8
2020-07-11,2,0,2
2020-07-11,0,0,0
2020-07-11,79,18,97
2020-07-11,74,3,77
2020-07-11,385,81,466
2020-07-11,2,0,2
2020-07-11,0,3,3
2020-07-11,9,2,11
2020-07-11,2056,713,2769
2020-07-11,0,0,0
2020-07-11,1,0,1
2020-07-11,42,0,42
2020-07-11,249,24,273
2020-07-11,2,0,2
2020-07-11,21,0,21
2020-07-11,0,0,0
2020-07-11,50,9,59
2020-07-11,1,0,1
2020-07-11,0,1,1
2020-07-11,35,26,61
2020-07-11,121,20,141
2020-07-11,564,88,652
2020-07-11,15,1,16
2020-07-11,0,0,0
2020-07-11,25,8,33
2020-07-11,197,42,239
2020-07-11,13,4,17
2020-07-11,41,11,52
2020-07-11,31,4,35
2020-07-11,79,24,103
2020-07-11,144,44,188
2020-07-11,0,1,1
2020-07-11,157,23,180
2020-07-12,0,0,0
