county,date,confirmed_patients,suspected_patients,all_hospital_beds,icu_covid_confirmed,icu_covid_suspected,icu_available_beds,total_covid_patients
Sutter,2020-09-19,0,0,0,0,0,0,0
Riverside,2020-09-19,138,54,3359,47,7,105,192
Napa,2020-09-19,4,0,359,2,0,26,4
Plumas,2020-09-19,0,0,35,0,0,0,0
Santa Clara,2020-09-19,111,20,3097,38,1,102,131
San Francisco,2020-09-19,58,9,1874,18,2,61,67
Solano,2020-09-19,26,11,593,6,0,7,37
Del Norte,2020-09-19,0,0,51,0,0,2,0
Nevada,2020-09-19,3,0,82,0,0,2,3
San Benito,2020-09-19,3,0,25,1,0,1,3
San Mateo,2020-09-19,39,6,707,13,0,32,45
Butte,2020-09-19,16,1,451,4,0,17,17
San Luis Obispo,2020-09-19,10,2,451,4,0,19,12
Ventura,2020-09-19,48,11,1251,18,4,54,59
Inyo,2020-09-19,0,0,29,0,0,4,0
San Bernardino,2020-09-19,167,54,3800,45,11,169,221
Trinity,2020-09-19,0,0,25,0,0,0,0
San Joaquin,2020-09-19,57,10,1002,24,0,39,67
Sonoma,2020-09-19,22,6,526,6,0,6,28
Humboldt,2020-09-19,2,2,272,0,1,1,4
Yolo,2020-09-19,5,0,96,2,0,4,5
Alameda,2020-09-19,95,48,2416,37,5,112,143
Kings,2020-09-19,20,0,193,4,0,11,20
Siskiyou,2020-09-19,0,1,56,0,0,9,1
Monterey,2020-09-19,32,2,702,7,2,30,34
Santa Barbara,2020-09-19,23,3,666,4,0,64,26
El Dorado,2020-09-19,0,0,189,0,0,6,0
Yuba,2020-09-19,21,1,265,6,0,6,22
Stanislaus,2020-09-19,94,18,1316,33,1,29,112
Fresno,2020-09-19,92,23,1541,28,4,30,115
Los Angeles,2020-09-19,749,328,19792,207,48,967,1077
San Diego,2020-09-19,203,50,6634,72,10,314,253
Imperial,2020-09-19,18,0,259,8,0,7,18
Lassen,2020-09-19,0,0,25,0,0,0,0
Mono,2020-09-19,0,0,17,0,0,2,0
Colusa,2020-09-19,2,3,48,0,0,0,5
Merced,2020-09-19,9,0,253,6,0,9,9
Contra Costa,2020-09-19,51,25,1499,18,5,49,76
Tulare,2020-09-19,36,8,664,4,0,26,44
Tehama,2020-09-19,2,0,59,0,0,4,2
Placer,2020-09-19,24,30,747,8,4,31,54
Mariposa,2020-09-19,0,0,19,0,0,0,0
Calaveras,2020-09-19,0,0,33,0,0,7,0
Madera,2020-09-19,14,11,274,3,0,8,25
Santa Cruz,2020-09-19,17,0,276,2,0,9,17
Modoc,2020-09-19,0,0,41,0,0,0,0
Mendocino,2020-09-19,5,0,150,1,0,8,5
Lake,2020-09-19,0,2,65,0,0,4,2
Santa Barbara,2020-09-20,23,3,666,5,1,64,26
Solano,2020-09-20,26,10,593,5,0,9,36
Mono,2020-09-20,0,0,17,0,0,2,0
Kern,2020-09-20,67,4,1281,19,0,64,71
Fresno,2020-09-20,92,13,1528,30,2,29,105
Shasta,2020-09-20,3,0,561,0,0,16,3
Sacramento,2020-09-20,120,30,2427,42,8,123,150
Del Norte,2020-09-20,0,1,51,0,1,3,1
Sonoma,2020-09-20,21,6,531,5,0,8,27
Imperial,2020-09-20,20,0,259,8,0,7,20
Placer,2020-09-20,22,28,747,8,3,34,50
El Dorado,2020-09-20,0,0,189,0,0,6,0
Mariposa,2020-09-20,0,0,19,0,0,0,0
Colusa,2020-09-20,3,3,48,0,0,0,6
Kings,2020-09-20,19,0,193,3,0,14,19
Alameda,2020-09-20,98,46,2415,38,8,108,144
Inyo,2020-09-20,0,0,29,0,0,4,0
Humboldt,2020-09-20,2,2,272,0,1,1,4
Plumas,2020-09-20,0,0,35,0,0,0,0
Siskiyou,2020-09-20,0,1,56,0,0,9,1
Trinity,2020-09-20,0,0,25,0,0,0,0
San Diego,2020-09-20,211,56,6626,73,12,300,267
Modoc,2020-09-20,0,0,41,0,0,0,0
Marin,2020-09-20,8,4,317,2,0,10,12
Santa Cruz,2020-09-20,17,0,276,2,0,9,17
Calaveras,2020-09-20,0,0,33,0,0,6,0
San Joaquin,2020-09-20,58,6,1002,24,0,37,64
Merced,2020-09-20,9,0,253,6,0,8,9
Nevada,2020-09-20,3,1,97,0,0,3,4
Amador,2020-09-20,1,0,51,0,0,2,1
Tehama,2020-09-20,3,0,59,0,0,2,3
San Luis Obispo,2020-09-20,7,0,451,3,0,21,7
Los Angeles,2020-09-20,745,368,19800,207,63,989,1113
Orange,2020-09-20,178,59,5614,64,13,235,237
Ventura,2020-09-20,44,13,1248,19,3,59,57
Contra Costa,2020-09-20,50,26,1498,17,5,55,76
Lassen,2020-09-20,0,0,25,0,0,0,0
Santa Clara,2020-09-20,113,22,3096,36,4,120,135
San Mateo,2020-09-20,34,8,707,12,0,33,42
Madera,2020-09-20,15,12,274,4,0,6,27
Glenn,2020-09-20,0,0,47,0,0,0,0
Riverside,2020-09-20,131,55,3315,47,6,112,186
Mendocino,2020-09-20,4,0,150,1,0,7,4
San Benito,2020-09-20,4,0,25,1,0,1,4
Monterey,2020-09-20,33,2,702,7,2,31,35
San Bernardino,2020-09-20,156,62,3803,49,13,175,218
Stanislaus,2020-09-20,92,21,1321,33,1,28,113
Butte,2020-09-20,13,0,451,4,0,20,13
San Francisco,2020-09-20,65,8,1859,21,2,62,73
Tuolumne,2020-09-20,0,0,84,0,0,4,0
Yuba,2020-09-20,19,1,265,5,0,8,20
Sutter,2020-09-20,0,0,0,0,0,0,0
Tulare,2020-09-20,37,10,664,8,0,21,47
Yolo,2020-09-20,6,0,96,3,0,5,6
Lake,2020-09-20,0,2,65,0,1,3,2
Napa,2020-09-20,1,3,359,0,0,26,4
Inyo,2020-09-21,0,0,29,0,0,4,0
Lassen,2020-09-21,0,0,25,0,0,0,0
Nevada,2020-09-21,3,1,133,0,0,4,4
Monterey,2020-09-21,33,2,702,8,2,39,35
Orange,2020-09-21,170,64,5510,55,13,250,234
Kern,2020-09-21,69,2,1293,22,0,56,71
San Francisco,2020-09-21,68,2,1837,18,0,75,70
Glenn,2020-09-21,0,0,47,0,0,0,0
Napa,2020-09-21,2,4,359,1,0,23,6
Colusa,2020-09-21,3,3,48,0,0,0,6
Contra Costa,2020-09-21,52,22,1492,18,3,54,74
San Luis Obispo,2020-09-21,5,0,451,2,0,27,5
Humboldt,2020-09-21,4,3,276,0,1,4,7
Stanislaus,2020-09-21,93,24,1297,29,0,27,117
Placer,2020-09-21,30,20,734,10,1,30,50
Madera,2020-09-21,13,14,274,5,0,7,27
Alameda,2020-09-21,96,34,2337,36,5,115,130
Santa Clara,2020-09-21,111,18,3051,34,0,109,129
Santa Barbara,2020-09-21,26,8,666,4,0,60,34
Amador,2020-09-21,1,0,51,0,0,3,1
San Mateo,2020-09-21,35,12,701,11,3,35,47
Butte,2020-09-21,12,1,451,3,1,13,13
Tehama,2020-09-21,3,0,59,0,0,2,3
Kings,2020-09-21,21,0,193,2,0,9,21
Yolo,2020-09-21,5,0,96,3,0,5,5
Modoc,2020-09-21,0,0,41,0,0,0,0
San Benito,2020-09-21,3,0,25,1,0,1,3
Riverside,2020-09-21,146,52,3363,42,10,108,198
Santa Cruz,2020-09-21,15,0,276,2,0,10,15
Sonoma,2020-09-21,15,4,522,3,0,11,19
Lake,2020-09-21,0,1,66,0,0,5,1
San Diego,2020-09-21,209,54,6623,68,12,320,263
San Bernardino,2020-09-21,164,71,3849,46,12,172,235
Plumas,2020-09-21,0,0,35,0,0,0,0
Imperial,2020-09-21,23,0,259,9,0,7,23
Shasta,2020-09-21,2,0,561,0,0,10,2
Yuba,2020-09-21,19,1,265,5,0,11,20
Mono,2020-09-21,0,0,17,0,0,2,0
Calaveras,2020-09-21,0,0,33,0,0,6,0
Del Norte,2020-09-21,0,0,51,0,0,1,0
Sacramento,2020-09-21,132,29,2456,48,7,95,161
Marin,2020-09-21,8,5,324,2,0,11,13
Siskiyou,2020-09-21,0,1,56,0,0,8,1
Tuolumne,2020-09-21,0,0,84,0,0,3,0
Mendocino,2020-09-21,5,0,150,2,0,8,5
San Joaquin,2020-09-21,60,18,1004,22,3,39,78
Mariposa,2020-09-21,0,0,19,0,0,0,0
El Dorado,2020-09-21,0,0,189,0,0,8,0
Merced,2020-09-21,11,0,253,6,0,11,11
Sutter,2020-09-21,0,0,0,0,0,0,0
Fresno,2020-09-21,89,17,1552,28,2,18,106
Trinity,2020-09-21,0,0,25,0,0,0,0
Los Angeles,2020-09-21,779,365,19865,222,46,988,1144
Ventura,2020-09-21,39,11,1240,21,2,63,50
Solano,2020-09-21,21,13,568,4,1,11,34
Tulare,2020-09-21,37,12,677,7,0,24,49
Mariposa,2020-09-22,0,0,19,0,0,0,0
Shasta,2020-09-22,4,1,561,2,0,9,5
Stanislaus,2020-09-22,92,26,1301,29,2,22,118
San Diego,2020-09-22,210,50,6635,68,10,304,260
Ventura,2020-09-22,45,14,1259,18,4,63,59
Sutter,2020-09-22,0,0,0,0,0,0,0
Alameda,2020-09-22,91,36,2370,35,5,117,127
Sonoma,2020-09-22,18,2,529,3,1,8,20
Nevada,2020-09-22,3,2,124,0,0,7,5
Placer,2020-09-22,27,24,750,11,2,32,51
Lake,2020-09-22,0,1,66,0,0,4,1
Inyo,2020-09-22,0,1,29,0,0,3,1
Fresno,2020-09-22,82,23,1556,28,1,21,105
Plumas,2020-09-22,0,0,35,0,0,0,0
San Francisco,2020-09-22,72,8,1857,19,3,68,80
Yolo,2020-09-22,6,0,96,2,0,6,6
Mendocino,2020-09-22,6,0,150,2,0,4,6
Modoc,2020-09-22,0,0,41,0,0,0,0
San Bernardino,2020-09-22,162,72,3861,46,12,186,234
Sacramento,2020-09-22,138,33,2515,45,6,92,171
Orange,2020-09-22,175,64,5658,51,10,243,239
Kern,2020-09-22,69,1,1321,21,0,59,70
Contra Costa,2020-09-22,49,25,1518,14,2,54,74
San Luis Obispo,2020-09-22,4,0,451,1,0,30,4
Colusa,2020-09-22,3,2,48,0,0,0,5
Glenn,2020-09-22,0,0,47,0,0,0,0
Mono,2020-09-22,0,0,17,0,0,2,0
Lassen,2020-09-22,0,0,25,0,0,0,0
Trinity,2020-09-22,0,0,25,0,0,0,0
Tuolumne,2020-09-22,0,0,84,0,0,3,0
Solano,2020-09-22,22,20,567,3,2,-5,42
Humboldt,2020-09-22,4,3,276,1,1,2,7
Madera,2020-09-22,15,15,274,5,1,5,30
San Joaquin,2020-09-22,56,18,1001,21,3,39,74
San Benito,2020-09-22,2,0,25,1,0,1,2
El Dorado,2020-09-22,0,0,189,0,0,12,0
Siskiyou,2020-09-22,0,1,56,0,0,10,1
Santa Barbara,2020-09-22,21,6,666,6,0,61,27
Napa,2020-09-22,3,1,359,2,0,21,4
Tulare,2020-09-22,41,9,677,7,0,23,50
Merced,2020-09-22,9,0,253,4,0,9,9
Kings,2020-09-22,22,0,193,2,0,13,22
Amador,2020-09-22,1,0,51,0,0,1,1
Riverside,2020-09-22,150,64,3372,42,11,101,214
Los Angeles,2020-09-22,753,392,20023,212,42,970,1145
Butte,2020-09-22,13,0,451,5,0,11,13
Santa Cruz,2020-09-22,17,0,276,3,0,6,17
San Mateo,2020-09-22,36,8,703,11,1,37,44
Santa Clara,2020-09-22,114,8,3030,38,0,91,122
Calaveras,2020-09-22,0,0,33,0,0,3,0
Monterey,2020-09-22,34,2,702,11,2,37,36
Del Norte,2020-09-22,0,1,51,0,1,2,1
Marin,2020-09-22,7,5,333,2,0,7,12
Imperial,2020-09-22,26,0,259,7,0,6,26
Tehama,2020-09-22,1,0,59,1,0,3,1
Yuba,2020-09-22,14,2,265,4,0,10,16
Modoc,2020-09-23,0,0,41,0,0,0,0
Tehama,2020-09-23,2,0,59,1,0,2,2
Mariposa,2020-09-23,0,0,19,0,0,0,0
Yuba,2020-09-23,12,0,265,3,0,12,12
Trinity,2020-09-23,0,0,25,0,0,0,0
San Benito,2020-09-23,1,0,25,1,0,3,1
Solano,2020-09-23,24,24,565,3,2,8,48
Inyo,2020-09-23,0,0,29,0,0,3,0
Humboldt,2020-09-23,5,4,267,1,1,0,9
Sonoma,2020-09-23,18,8,511,4,0,5,26
Plumas,2020-09-23,0,0,35,0,0,0,0
Lassen,2020-09-23,0,0,25,0,0,0,0
Napa,2020-09-23,3,0,359,3,0,19,3
Marin,2020-09-23,7,3,325,2,1,13,10
Shasta,2020-09-23,5,1,561,3,0,6,6
Glenn,2020-09-23,0,0,47,0,0,0,0
Kern,2020-09-23,75,2,1341,21,0,55,77
Los Angeles,2020-09-23,760,378,20078,216,62,989,1138
Siskiyou,2020-09-23,1,0,56,0,0,8,1
Amador,2020-09-23,1,0,52,0,0,4,1
Santa Clara,2020-09-23,109,11,3028,41,1,92,120
Tulare,2020-09-23,39,13,677,6,0,22,52
Nevada,2020-09-23,2,0,137,0,0,7,2
Merced,2020-09-23,8,0,253,4,0,10,8
Colusa,2020-09-23,1,0,48,0,0,0,1
Butte,2020-09-23,12,0,451,6,0,5,12
San Francisco,2020-09-23,65,9,1891,18,5,64,74
San Mateo,2020-09-23,37,10,711,13,1,35,47
San Luis Obispo,2020-09-23,3,0,451,1,0,28,3
Yolo,2020-09-23,6,0,96,2,0,7,6
Mendocino,2020-09-23,8,0,150,2,0,5,8
Madera,2020-09-23,13,17,274,5,0,3,30
Kings,2020-09-23,15,0,193,2,0,13,15
Calaveras,2020-09-23,0,0,33,0,0,3,0
Stanislaus,2020-09-23,91,24,1316,28,2,23,115
Alameda,2020-09-23,92,43,2386,32,5,120,135
Santa Cruz,2020-09-23,17,0,276,2,0,7,17
Riverside,2020-09-23,141,56,3401,40,10,114,197
Mono,2020-09-23,0,0,17,0,0,2,0
San Diego,2020-09-23,200,53,6635,67,13,291,253
El Dorado,2020-09-23,0,0,189,0,0,5,0
San Bernardino,2020-09-23,160,52,3848,49,7,180,212
Imperial,2020-09-23,27,0,259,7,0,4,27
Ventura,2020-09-23,44,20,1260,19,6,54,64
Sutter,2020-09-23,0,0,0,0,0,0,0
Orange,2020-09-23,168,57,5625,42,10,217,225
Fresno,2020-09-23,84,24,1556,26,3,24,108
San Joaquin,2020-09-23,54,16,1000,19,2,41,70
Santa Barbara,2020-09-23,20,4,666,5,0,45,24
Del Norte,2020-09-23,0,0,51,0,0,2,0
Contra Costa,2020-09-23,45,21,1523,13,2,40,66
Placer,2020-09-23,29,28,752,13,1,28,57
Monterey,2020-09-23,27,0,702,11,0,31,27
Lake,2020-09-23,0,1,66,0,0,4,1
Tuolumne,2020-09-23,0,0,84,0,0,0,0
Sacramento,2020-09-23,147,27,2493,43,6,87,174
Nevada,2020-09-24,2,1,131,0,1,2,3
Kings,2020-09-24,18,0,193,2,0,12,18
Fresno,2020-09-24,80,23,1561,24,1,24,103
Lassen,2020-09-24,0,0,25,0,0,0,0
Los Angeles,2020-09-24,715,319,20052,207,66,949,1034
Tuolumne,2020-09-24,0,0,84,0,0,1,0
Orange,2020-09-24,157,69,5606,50,12,239,226
Mariposa,2020-09-24,0,0,19,0,0,0,0
El Dorado,2020-09-24,1,0,189,1,0,6,1
San Benito,2020-09-24,2,0,25,1,0,0,2
Amador,2020-09-24,1,0,51,0,0,3,1
Yuba,2020-09-24,12,0,265,2,0,12,12
Sacramento,2020-09-24,139,31,2498,34,7,79,170
Mono,2020-09-24,0,0,17,0,0,2,0
Glenn,2020-09-24,0,0,47,0,0,0,0
Yolo,2020-09-24,3,0,96,2,0,4,3
Tehama,2020-09-24,4,0,59,1,0,0,4
Sonoma,2020-09-24,16,5,541,6,0,5,21
Lake,2020-09-24,0,0,66,0,0,4,0
Del Norte,2020-09-24,0,0,52,0,0,2,0
Stanislaus,2020-09-24,82,32,1324,26,5,21,114
Shasta,2020-09-24,5,0,561,2,0,7,5
San Joaquin,2020-09-24,49,7,1003,20,2,44,56
San Diego,2020-09-24,196,45,6629,65,8,300,241
Trinity,2020-09-24,0,0,25,0,0,0,0
Monterey,2020-09-24,28,0,702,10,0,31,28
Butte,2020-09-24,11,0,451,6,0,5,11
Humboldt,2020-09-24,4,1,272,1,0,1,5
Marin,2020-09-24,5,3,324,4,1,12,8
Merced,2020-09-24,11,0,253,5,0,14,11
Alameda,2020-09-24,87,36,2383,31,8,122,123
Solano,2020-09-24,24,24,513,3,0,6,48
Contra Costa,2020-09-24,39,20,1505,14,3,40,59
Santa Clara,2020-09-24,111,10,3021,35,0,96,121
San Mateo,2020-09-24,35,12,689,14,2,32,47
Imperial,2020-09-24,28,0,259,8,0,4,28
San Bernardino,2020-09-24,152,42,3841,50,8,153,194
San Luis Obispo,2020-09-24,3,1,451,1,0,29,4
Riverside,2020-09-24,142,62,3429,39,8,110,204
San Francisco,2020-09-24,60,9,1898,16,5,49,69
Colusa,2020-09-24,1,0,48,0,0,0,1
Sutter,2020-09-24,0,0,0,0,0,0,0
Placer,2020-09-24,30,30,755,12,2,29,60
Madera,2020-09-24,11,12,221,4,1,7,23
Ventura,2020-09-24,44,23,1266,16,6,56,67
Siskiyou,2020-09-24,1,0,56,0,0,7,1
Kern,2020-09-24,72,2,1339,21,0,59,74
Modoc,2020-09-24,0,0,41,0,0,0,0
Mendocino,2020-09-24,8,0,150,2,0,4,8
Calaveras,2020-09-24,0,0,33,0,0,5,0
Tulare,2020-09-24,41,8,677,7,0,16,49
Santa Cruz,2020-09-24,18,0,276,3,0,9,18
Napa,2020-09-24,3,2,359,3,0,20,5
Plumas,2020-09-24,0,0,35,0,0,0,0
Inyo,2020-09-24,0,0,29,0,0,4,0
Santa Barbara,2020-09-24,23,4,666,5,0,50,27
Santa Cruz,2020-09-25,20,0,376,5,0,13,20
Butte,2020-09-25,12,0,451,7,0,6,12
San Luis Obispo,2020-09-25,3,0,451,1,0,31,3
Imperial,2020-09-25,25,0,259,9,0,9,25
Orange,2020-09-25,156,51,5578,47,7,232,207
Tuolumne,2020-09-25,0,0,84,0,0,4,0
Stanislaus,2020-09-25,76,28,1313,24,3,20,104
Yuba,2020-09-25,13,0,265,2,0,10,13
Santa Clara,2020-09-25,108,12,2999,38,1,100,120
San Bernardino,2020-09-25,148,50,3858,47,6,150,198
Colusa,2020-09-25,1,0,48,0,0,0,1
Merced,2020-09-25,10,0,253,4,0,15,10
Napa,2020-09-25,3,2,359,3,0,18,5
Plumas,2020-09-25,0,0,35,0,0,0,0
Monterey,2020-09-25,28,0,702,11,0,28,28
San Mateo,2020-09-25,32,13,700,11,2,30,45
Kern,2020-09-25,70,2,1334,20,0,57,72
Madera,2020-09-25,13,19,263,4,0,19,32
Tehama,2020-09-25,5,0,59,1,0,2,5
Sacramento,2020-09-25,134,28,2479,31,3,74,162
Sonoma,2020-09-25,18,8,592,6,3,5,26
Inyo,2020-09-25,0,0,29,0,0,4,0
Del Norte,2020-09-25,0,0,52,0,0,1,0
Yolo,2020-09-25,3,0,96,2,0,5,3
Mendocino,2020-09-25,9,0,150,2,0,5,9
Mono,2020-09-25,0,0,17,0,0,2,0
Siskiyou,2020-09-25,1,0,56,0,0,8,1
Amador,2020-09-25,0,0,51,0,0,2,0
Marin,2020-09-25,5,2,319,4,0,12,7
Lake,2020-09-25,0,2,65,0,1,2,2
El Dorado,2020-09-25,1,0,189,1,0,8,1
Los Angeles,2020-09-25,692,336,20053,200,63,930,1028
Sutter,2020-09-25,0,0,0,0,0,0,0
Alameda,2020-09-25,86,27,2377,30,2,125,113
Nevada,2020-09-25,2,1,130,0,1,5,3
Riverside,2020-09-25,129,67,3395,36,9,106,196
Calaveras,2020-09-25,0,0,33,0,0,5,0
Modoc,2020-09-25,0,0,41,0,0,0,0
Fresno,2020-09-25,78,23,1566,20,1,20,101
San Benito,2020-09-25,2,0,25,1,0,0,2
San Diego,2020-09-25,196,39,6728,71,4,307,235
Shasta,2020-09-25,6,0,561,2,0,11,6
Glenn,2020-09-25,0,0,47,0,0,0,0
Trinity,2020-09-25,0,0,25,0,0,0,0
Mariposa,2020-09-25,0,0,19,0,0,0,0
Santa Barbara,2020-09-25,24,4,666,6,0,49,28
Ventura,2020-09-25,44,22,1268,16,6,53,66
Humboldt,2020-09-25,5,0,272,1,0,2,5
San Francisco,2020-09-25,61,11,1870,20,5,56,72
Kings,2020-09-25,13,0,193,1,0,14,13
San Joaquin,2020-09-25,44,8,1007,19,1,52,52
Lassen,2020-09-25,0,0,25,0,0,0,0
Placer,2020-09-25,25,20,752,11,2,34,45
Tulare,2020-09-25,36,9,677,7,0,14,45
Solano,2020-09-25,18,15,549,4,1,8,33
Contra Costa,2020-09-25,30,19,1502,13,3,54,49
Contra Costa,2020-09-26,30,11,1492,13,1,54,41
Yolo,2020-09-26,3,0,96,2,0,7,3
Humboldt,2020-09-26,3,0,277,2,0,2,3
El Dorado,2020-09-26,1,0,189,1,0,4,1
Sacramento,2020-09-26,131,25,2485,32,7,85,156
Del Norte,2020-09-26,0,0,51,0,0,2,0
Mendocino,2020-09-26,9,0,150,3,0,5,9
Ventura,2020-09-26,46,18,1254,18,5,62,64
Amador,2020-09-26,0,0,51,0,0,2,0
Kings,2020-09-26,10,0,193,1,0,14,10
Tulare,2020-09-26,32,10,664,6,0,13,42
Yuba,2020-09-26,13,0,265,2,0,15,13
Santa Barbara,2020-09-26,21,5,666,4,1,56,26
Alameda,2020-09-26,75,36,2363,24,6,118,111
Plumas,2020-09-26,0,0,35,0,0,0,0
Stanislaus,2020-09-26,69,19,1282,23,2,27,88
Santa Cruz,2020-09-26,19,0,376,5,0,12,19
Shasta,2020-09-26,8,1,561,1,0,10,9
San Luis Obispo,2020-09-26,3,1,451,1,0,28,4
Mono,2020-09-26,0,0,17,0,0,2,0
Sutter,2020-09-26,0,0,0,0,0,0,0
Modoc,2020-09-26,0,0,41,0,0,0,0
Tehama,2020-09-26,4,0,59,1,0,3,4
San Bernardino,2020-09-26,152,44,3825,47,4,159,196
San Francisco,2020-09-26,56,8,1859,18,3,63,64
Marin,2020-09-26,5,8,328,3,1,6,13
Inyo,2020-09-26,0,0,29,0,0,4,0
San Joaquin,2020-09-26,38,11,1013,19,1,52,49
Colusa,2020-09-26,1,0,48,0,0,0,1
Butte,2020-09-26,13,0,451,7,0,4,13
San Benito,2020-09-26,2,0,25,1,0,2,2
Madera,2020-09-26,13,3,263,4,0,21,16
Trinity,2020-09-26,0,0,25,0,0,0,0
Tuolumne,2020-09-26,1,0,84,0,0,0,1
San Mateo,2020-09-26,29,12,700,10,2,32,41
Siskiyou,2020-09-26,1,0,56,0,0,6,1
Sonoma,2020-09-26,18,7,579,8,1,5,25
Santa Clara,2020-09-26,93,11,2902,35,1,106,104
Riverside,2020-09-26,135,46,3353,37,13,104,181
Kern,2020-09-26,66,4,1330,20,0,64,70
San Diego,2020-09-26,197,42,6766,74,5,307,239
Placer,2020-09-26,25,25,756,11,2,37,50
Calaveras,2020-09-26,0,0,33,0,0,5,0
Lake,2020-09-26,0,1,65,0,0,5,1
Nevada,2020-09-26,1,0,122,0,0,5,1
Orange,2020-09-26,164,36,5585,45,2,251,200
Imperial,2020-09-26,25,0,259,10,0,5,25
Los Angeles,2020-09-26,687,371,19966,206,71,977,1058
Solano,2020-09-26,18,19,545,3,3,8,37
Mariposa,2020-09-26,0,0,19,0,0,0,0
Merced,2020-09-26,9,0,253,4,0,13,9
Glenn,2020-09-26,0,0,47,0,0,0,0
Monterey,2020-09-26,29,0,702,10,0,28,29
Fresno,2020-09-26,73,24,1533,19,3,16,97
Napa,2020-09-26,3,0,356,3,0,18,3
Lassen,2020-09-26,0,0,25,0,0,0,0
Humboldt,2020-09-27,3,0,277,1,0,2,3
Placer,2020-09-27,22,28,747,10,5,31,50
Tulare,2020-09-27,33,8,664,7,0,18,41
Plumas,2020-09-27,0,0,35,0,0,0,0
Lassen,2020-09-27,0,0,25,0,0,0,0
San Joaquin,2020-09-27,32,20,1007,16,2,53,52
Glenn,2020-09-27,0,0,47,0,0,0,0
Napa,2020-09-27,3,0,359,3,0,17,3
El Dorado,2020-09-27,1,0,189,1,0,4,1
Santa Clara,2020-09-27,94,13,2882,33,3,106,107
Inyo,2020-09-27,0,1,29,0,0,3,1
Yolo,2020-09-27,3,0,96,3,0,3,3
Monterey,2020-09-27,29,0,702,9,0,30,29
Imperial,2020-09-27,20,0,259,8,0,6,20
Santa Barbara,2020-09-27,21,1,666,5,0,55,22
Butte,2020-09-27,13,0,451,8,0,4,13
Kings,2020-09-27,14,0,193,1,0,15,14
Trinity,2020-09-27,0,0,25,0,0,0,0
Calaveras,2020-09-27,0,0,33,0,0,6,0
Contra Costa,2020-09-27,31,13,1484,13,1,54,44
Madera,2020-09-27,12,9,263,3,0,21,21
Los Angeles,2020-09-27,714,356,19933,205,61,998,1070
San Diego,2020-09-27,184,48,6761,69,9,319,232
Alameda,2020-09-27,76,37,2364,25,5,124,113
Kern,2020-09-27,67,3,1303,16,0,61,70
Ventura,2020-09-27,48,11,1255,18,0,54,59
Mariposa,2020-09-27,0,0,19,0,0,0,0
Fresno,2020-09-27,74,22,1555,20,2,14,96
San Bernardino,2020-09-27,160,50,3812,47,5,171,210
Lake,2020-09-27,1,0,65,0,0,3,1
San Luis Obispo,2020-09-27,2,1,451,1,0,29,3
Solano,2020-09-27,17,22,533,1,1,5,39
Mono,2020-09-27,0,0,17,0,0,2,0
Santa Cruz,2020-09-27,24,0,376,4,0,12,24
Colusa,2020-09-27,1,0,48,0,0,0,1
Tuolumne,2020-09-27,1,0,84,0,0,0,1
San Benito,2020-09-27,2,0,25,1,0,2,2
Sutter,2020-09-27,0,0,0,0,0,0,0
San Francisco,2020-09-27,54,6,1813,18,0,81,60
Marin,2020-09-27,7,7,326,3,0,14,14
Amador,2020-09-27,0,0,51,0,0,3,0
Sacramento,2020-09-27,119,35,2486,38,6,88,154
Siskiyou,2020-09-27,1,0,56,0,0,6,1
Tehama,2020-09-27,4,0,59,1,0,1,4
Modoc,2020-09-27,0,0,41,0,0,0,0
Yuba,2020-09-27,14,0,265,1,0,14,14
Merced,2020-09-27,9,1,253,4,0,11,10
Del Norte,2020-09-27,0,0,52,0,0,0,0
Shasta,2020-09-27,1,6,561,0,1,11,7
Sonoma,2020-09-27,20,4,552,7,1,7,24
San Mateo,2020-09-27,29,9,675,9,0,31,38
Orange,2020-09-27,161,63,5518,46,4,257,224
Nevada,2020-09-27,2,0,132,0,0,3,2
Stanislaus,2020-09-27,59,20,1315,20,1,33,79
Mendocino,2020-09-27,7,0,150,3,0,5,7
Riverside,2020-09-27,128,49,3340,36,10,111,177
Plumas,2020-09-28,0,0,35,0,0,0,0
Yuba,2020-09-28,13,0,265,1,0,13,13
San Mateo,2020-09-28,29,11,680,8,2,32,40
Colusa,2020-09-28,1,0,48,0,0,0,1
San Luis Obispo,2020-09-28,3,0,451,1,0,29,3
Tuolumne,2020-09-28,1,0,84,0,0,6,1
Kern,2020-09-28,71,3,1304,14,0,68,74
Shasta,2020-09-28,6,1,561,1,0,13,7
Sutter,2020-09-28,0,0,0,0,0,0,0
Sonoma,2020-09-28,20,8,581,7,1,4,28
Sacramento,2020-09-28,125,35,2489,33,9,95,160
Monterey,2020-09-28,30,0,702,8,0,29,30
San Francisco,2020-09-28,60,5,1828,17,1,88,65
San Bernardino,2020-09-28,165,58,3831,48,8,173,223
Solano,2020-09-28,19,19,546,2,1,7,38
Lassen,2020-09-28,0,0,25,0,0,0,0
Kings,2020-09-28,16,0,193,1,0,14,16
Siskiyou,2020-09-28,0,1,56,0,0,7,1
Mono,2020-09-28,0,0,17,0,0,2,0
Santa Barbara,2020-09-28,26,1,666,6,0,56,27
Del Norte,2020-09-28,0,1,52,0,1,1,1
Trinity,2020-09-28,0,0,25,0,0,0,0
Amador,2020-09-28,0,0,51,0,0,3,0
Inyo,2020-09-28,0,1,29,0,0,4,1
Napa,2020-09-28,4,2,359,4,0,26,6
